POINTSET
Easting Northing press.r1_dP
1722.22222222 -833.333333333 -8.0
1833.33333333 -833.333333333 -8.0
1944.44444444 -833.333333333 -8.0
2055.55555556 -833.333333333 -8.0
2166.66666667 -833.333333333 -8.0
2277.77777778 -833.333333333 -8.0
2388.88888889 -833.333333333 0.0
2500.0 -833.333333333 0.0
-2500.0 -722.222222222 0.0
-2388.88888889 -722.222222222 -8.0
-2277.77777778 -722.222222222 -8.0
-2166.66666667 -722.222222222 -8.0
-2055.55555556 -722.222222222 -8.0
-1944.44444444 -722.222222222 -8.0
-1833.33333333 -722.222222222 -8.0
-1722.22222222 -722.222222222 -8.0
-1611.11111111 -722.222222222 -8.0
-1500.0 -722.222222222 -8.0
-1388.88888889 -722.222222222 -8.0
-1277.77777778 -722.222222222 -8.0
-1166.66666667 -722.222222222 -8.0
-1055.55555556 -722.222222222 -8.0
-944.444444444 -722.222222222 -8.0
-833.333333333 -722.222222222 -8.0
-722.222222222 -722.222222222 -8.0
-611.111111111 -722.222222222 -8.0
-500.0 -722.222222222 -8.0
-388.888888889 -722.222222222 -8.0
-277.777777778 -722.222222222 -8.0
-166.666666667 -722.222222222 -8.0
-55.5555555556 -722.222222222 -8.0
55.5555555556 -722.222222222 -8.0
166.666666667 -722.222222222 -8.0
277.777777778 -722.222222222 -8.0
388.888888889 -722.222222222 -8.0
500.0 -722.222222222 -8.0
611.111111111 -722.222222222 -8.0
722.222222222 -722.222222222 -8.0
833.333333333 -722.222222222 -8.0
944.444444444 -722.222222222 -8.0
1055.55555556 -722.222222222 -8.0
1166.66666667 -722.222222222 -8.0
1277.77777778 -722.222222222 -8.0
1388.88888889 -722.222222222 -8.0
1500.0 -722.222222222 -8.0
1611.11111111 -722.222222222 -8.0
1722.22222222 -722.222222222 -8.0
1833.33333333 -722.222222222 -8.0
1944.44444444 -722.222222222 -8.0
2055.55555556 -722.222222222 -8.0
2166.66666667 -722.222222222 -8.0
2277.77777778 -722.222222222 -8.0
2388.88888889 -722.222222222 -8.0
2500.0 -722.222222222 0.0
-2500.0 -611.111111111 0.0
-2388.88888889 -611.111111111 -8.0
-2277.77777778 -611.111111111 -8.0
-2166.66666667 -611.111111111 -8.0
-2055.55555556 -611.111111111 -8.0
-1944.44444444 -611.111111111 -8.0
-1833.33333333 -611.111111111 -8.0
-1722.22222222 -611.111111111 -8.0
-1611.11111111 -611.111111111 -8.0
-1500.0 -611.111111111 -8.0
-1388.88888889 -611.111111111 -8.0
-1277.77777778 -611.111111111 -8.0
-1166.66666667 -611.111111111 -8.0
-1055.55555556 -611.111111111 -8.0
-944.444444444 -611.111111111 -8.0
-833.333333333 -611.111111111 -8.0
-722.222222222 -611.111111111 -8.0
-611.111111111 -611.111111111 -8.0
-500.0 -611.111111111 -8.0
-388.888888889 -611.111111111 -8.0
-277.777777778 -611.111111111 -8.0
-166.666666667 -611.111111111 -8.0
-55.5555555556 -611.111111111 -8.0
55.5555555556 -611.111111111 -8.0
166.666666667 -611.111111111 -8.0
277.777777778 -611.111111111 -8.0
388.888888889 -611.111111111 -8.0
500.0 -611.111111111 -8.0
611.111111111 -611.111111111 -8.0
722.222222222 -611.111111111 -8.0
833.333333333 -611.111111111 -8.0
944.444444444 -611.111111111 -8.0
1055.55555556 -611.111111111 -8.0
1166.66666667 -611.111111111 -8.0
1277.77777778 -611.111111111 -8.0
1388.88888889 -611.111111111 -8.0
1500.0 -611.111111111 -8.0
1611.11111111 -611.111111111 -8.0
1722.22222222 -611.111111111 -8.0
1833.33333333 -611.111111111 -8.0
1944.44444444 -611.111111111 -8.0
2055.55555556 -611.111111111 -8.0
2166.66666667 -611.111111111 -8.0
2277.77777778 -611.111111111 -8.0
2388.88888889 -611.111111111 -8.0
2500.0 -611.111111111 0.0
-2500.0 -500.0 0.0
-2388.88888889 -500.0 -8.0
-2277.77777778 -500.0 -8.0
-2166.66666667 -500.0 -8.0
-2055.55555556 -500.0 -8.0
-1944.44444444 -500.0 -8.0
-1833.33333333 -500.0 -8.0
-1722.22222222 -500.0 -8.0
-1611.11111111 -500.0 -8.0
-1500.0 -500.0 -8.0
-1388.88888889 -500.0 -8.0
-1277.77777778 -500.0 -8.0
-1166.66666667 -500.0 -8.0
-1055.55555556 -500.0 -8.0
-944.444444444 -500.0 -8.0
-833.333333333 -500.0 -8.0
-722.222222222 -500.0 -8.0
-611.111111111 -500.0 -8.0
-500.0 -500.0 -8.0
-388.888888889 -500.0 -8.0
-277.777777778 -500.0 -8.0
-166.666666667 -500.0 -8.0
-55.5555555556 -500.0 -8.0
55.5555555556 -500.0 -8.0
166.666666667 -500.0 -8.0
277.777777778 -500.0 -8.0
388.888888889 -500.0 -8.0
500.0 -500.0 -8.0
611.111111111 -500.0 -8.0
722.222222222 -500.0 -8.0
833.333333333 -500.0 -8.0
944.444444444 -500.0 -8.0
1055.55555556 -500.0 -8.0
1166.66666667 -500.0 -8.0
1277.77777778 -500.0 -8.0
1388.88888889 -500.0 -8.0
1500.0 -500.0 -8.0
1611.11111111 -500.0 -8.0
1722.22222222 -500.0 -8.0
1833.33333333 -500.0 -8.0
1944.44444444 -500.0 -8.0
2055.55555556 -500.0 -8.0
2166.66666667 -500.0 -8.0
2277.77777778 -500.0 -8.0
2388.88888889 -500.0 -8.0
2500.0 -500.0 0.0
-2500.0 -388.888888889 0.0
-2388.88888889 -388.888888889 -8.0
-2277.77777778 -388.888888889 -8.0
-2166.66666667 -388.888888889 -8.0
-2055.55555556 -388.888888889 -8.0
-1944.44444444 -388.888888889 -8.0
-1833.33333333 -388.888888889 -8.0
-1722.22222222 -388.888888889 -8.0
-1611.11111111 -388.888888889 -8.0
-1500.0 -388.888888889 -8.0
-1388.88888889 -388.888888889 -8.0
-1277.77777778 -388.888888889 -8.0
-1166.66666667 -388.888888889 -8.0
-1055.55555556 -388.888888889 -8.0
-944.444444444 -388.888888889 -8.0
-833.333333333 -388.888888889 -8.0
-722.222222222 -388.888888889 -8.0
-611.111111111 -388.888888889 -8.0
-500.0 -388.888888889 -8.0
-388.888888889 -388.888888889 -8.0
-277.777777778 -388.888888889 -8.0
-166.666666667 -388.888888889 -8.0
-55.5555555556 -388.888888889 -8.0
55.5555555556 -388.888888889 -8.0
166.666666667 -388.888888889 -8.0
277.777777778 -388.888888889 -8.0
388.888888889 -388.888888889 -8.0
500.0 -388.888888889 -8.0
611.111111111 -388.888888889 -8.0
722.222222222 -388.888888889 -8.0
833.333333333 -388.888888889 -8.0
944.444444444 -388.888888889 -8.0
1055.55555556 -388.888888889 -8.0
1166.66666667 -388.888888889 -8.0
1277.77777778 -388.888888889 -8.0
1388.88888889 -388.888888889 -8.0
1500.0 -388.888888889 -8.0
1611.11111111 -388.888888889 -8.0
1722.22222222 -388.888888889 -8.0
1833.33333333 -388.888888889 -8.0
1944.44444444 -388.888888889 -8.0
2055.55555556 -388.888888889 -8.0
2166.66666667 -388.888888889 -8.0
2277.77777778 -388.888888889 -8.0
2388.88888889 -388.888888889 -8.0
2500.0 -388.888888889 0.0
-2500.0 -277.777777778 0.0
-2388.88888889 -277.777777778 -8.0
-2277.77777778 -277.777777778 -8.0
-2166.66666667 -277.777777778 -8.0
-2055.55555556 -277.777777778 -8.0
-1944.44444444 -277.777777778 -8.0
-1833.33333333 -277.777777778 -8.0
-1722.22222222 -277.777777778 -8.0
-1611.11111111 -277.777777778 -8.0
-1500.0 -277.777777778 -8.0
-1388.88888889 -277.777777778 -8.0
-1277.77777778 -277.777777778 -8.0
-1166.66666667 -277.777777778 -8.0
-1055.55555556 -277.777777778 -8.0
-944.444444444 -277.777777778 -8.0
-833.333333333 -277.777777778 -8.0
-722.222222222 -277.777777778 -8.0
-611.111111111 -277.777777778 -8.0
-500.0 -277.777777778 -8.0
-388.888888889 -277.777777778 -8.0
-277.777777778 -277.777777778 -8.0
-166.666666667 -277.777777778 -8.0
-55.5555555556 -277.777777778 -8.0
55.5555555556 -277.777777778 -8.0
166.666666667 -277.777777778 -8.0
277.777777778 -277.777777778 -8.0
388.888888889 -277.777777778 -8.0
500.0 -277.777777778 -8.0
611.111111111 -277.777777778 -8.0
722.222222222 -277.777777778 -8.0
833.333333333 -277.777777778 -8.0
944.444444444 -277.777777778 -8.0
1055.55555556 -277.777777778 -8.0
1166.66666667 -277.777777778 -8.0
1277.77777778 -277.777777778 -8.0
1388.88888889 -277.777777778 -8.0
1500.0 -277.777777778 -8.0
1611.11111111 -277.777777778 -8.0
1722.22222222 -277.777777778 -8.0
1833.33333333 -277.777777778 -8.0
1944.44444444 -277.777777778 -8.0
2055.55555556 -277.777777778 -8.0
2166.66666667 -277.777777778 -8.0
2277.77777778 -277.777777778 -8.0
2388.88888889 -277.777777778 -8.0
2500.0 -277.777777778 0.0
-2500.0 -166.666666667 0.0
-2388.88888889 -166.666666667 -8.0
-2277.77777778 -166.666666667 -8.0
-2166.66666667 -166.666666667 -8.0
-2055.55555556 -166.666666667 -8.0
-1944.44444444 -166.666666667 -8.0
-1833.33333333 -166.666666667 -8.0
-1722.22222222 -166.666666667 -8.0
-1611.11111111 -166.666666667 -8.0
-1500.0 -166.666666667 -8.0
-1388.88888889 -166.666666667 -8.0
-1277.77777778 -166.666666667 -8.0
-1166.66666667 -166.666666667 -8.0
-1055.55555556 -166.666666667 -8.0
-944.444444444 -166.666666667 -8.0
-833.333333333 -166.666666667 -8.0
-722.222222222 -166.666666667 -8.0
-611.111111111 -166.666666667 -8.0
-500.0 -166.666666667 -8.0
-388.888888889 -166.666666667 -8.0
-277.777777778 -166.666666667 -8.0
-166.666666667 -166.666666667 -8.0
-55.5555555556 -166.666666667 -8.0
55.5555555556 -166.666666667 -8.0
166.666666667 -166.666666667 -8.0
277.777777778 -166.666666667 -8.0
388.888888889 -166.666666667 -8.0
500.0 -166.666666667 -8.0
611.111111111 -166.666666667 -8.0
722.222222222 -166.666666667 -8.0
833.333333333 -166.666666667 -8.0
944.444444444 -166.666666667 -8.0
1055.55555556 -166.666666667 -8.0
1166.66666667 -166.666666667 -8.0
1277.77777778 -166.666666667 -8.0
1388.88888889 -166.666666667 -8.0
1500.0 -166.666666667 -8.0
1611.11111111 -166.666666667 -8.0
1722.22222222 -166.666666667 -8.0
1833.33333333 -166.666666667 -8.0
1944.44444444 -166.666666667 -8.0
2055.55555556 -166.666666667 -8.0
2166.66666667 -166.666666667 -8.0
2277.77777778 -166.666666667 -8.0
2388.88888889 -166.666666667 -8.0
2500.0 -166.666666667 0.0
-2500.0 -55.5555555556 0.0
-2388.88888889 -55.5555555556 -8.0
-2277.77777778 -55.5555555556 -8.0
-2166.66666667 -55.5555555556 -8.0
-2055.55555556 -55.5555555556 -8.0
-1944.44444444 -55.5555555556 -8.0
-1833.33333333 -55.5555555556 -8.0
-1722.22222222 -55.5555555556 -8.0
-1611.11111111 -55.5555555556 -8.0
-1500.0 -55.5555555556 -8.0
-1388.88888889 -55.5555555556 -8.0
-1277.77777778 -55.5555555556 -8.0
-1166.66666667 -55.5555555556 -8.0
-1055.55555556 -55.5555555556 -8.0
-944.444444444 -55.5555555556 -8.0
-833.333333333 -55.5555555556 -8.0
-722.222222222 -55.5555555556 -8.0
-611.111111111 -55.5555555556 -8.0
-500.0 -55.5555555556 -8.0
-388.888888889 -55.5555555556 -8.0
-277.777777778 -55.5555555556 -8.0
-166.666666667 -55.5555555556 -8.0
-55.5555555556 -55.5555555556 -8.0
55.5555555556 -55.5555555556 -8.0
166.666666667 -55.5555555556 -8.0
277.777777778 -55.5555555556 -8.0
388.888888889 -55.5555555556 -8.0
500.0 -55.5555555556 -8.0
611.111111111 -55.5555555556 -8.0
722.222222222 -55.5555555556 -8.0
833.333333333 -55.5555555556 -8.0
944.444444444 -55.5555555556 -8.0
1055.55555556 -55.5555555556 -8.0
1166.66666667 -55.5555555556 -8.0
1277.77777778 -55.5555555556 -8.0
1388.88888889 -55.5555555556 -8.0
1500.0 -55.5555555556 -8.0
1611.11111111 -55.5555555556 -8.0
1722.22222222 -55.5555555556 -8.0
1833.33333333 -55.5555555556 -8.0
1944.44444444 -55.5555555556 -8.0
2055.55555556 -55.5555555556 -8.0
2166.66666667 -55.5555555556 -8.0
2277.77777778 -55.5555555556 -8.0
2388.88888889 -55.5555555556 -8.0
2500.0 -55.5555555556 0.0
-2500.0 55.5555555556 0.0
-2388.88888889 55.5555555556 -8.0
-2277.77777778 55.5555555556 -8.0
-2166.66666667 55.5555555556 -8.0
-2055.55555556 55.5555555556 -8.0
-1944.44444444 55.5555555556 -8.0
-1833.33333333 55.5555555556 -8.0
-1722.22222222 55.5555555556 -8.0
-1611.11111111 55.5555555556 -8.0
-1500.0 55.5555555556 -8.0
-1388.88888889 55.5555555556 -8.0
-1277.77777778 55.5555555556 -8.0
-1166.66666667 55.5555555556 -8.0
-1055.55555556 55.5555555556 -8.0
-944.444444444 55.5555555556 -8.0
-833.333333333 55.5555555556 -8.0
-722.222222222 55.5555555556 -8.0
-611.111111111 55.5555555556 -8.0
-500.0 55.5555555556 -8.0
-388.888888889 55.5555555556 -8.0
-277.777777778 55.5555555556 -8.0
-166.666666667 55.5555555556 -8.0
-55.5555555556 55.5555555556 -8.0
55.5555555556 55.5555555556 -8.0
166.666666667 55.5555555556 -8.0
277.777777778 55.5555555556 -8.0
388.888888889 55.5555555556 -8.0
500.0 55.5555555556 -8.0
611.111111111 55.5555555556 -8.0
722.222222222 55.5555555556 -8.0
833.333333333 55.5555555556 -8.0
944.444444444 55.5555555556 -8.0
1055.55555556 55.5555555556 -8.0
1166.66666667 55.5555555556 -8.0
1277.77777778 55.5555555556 -8.0
1388.88888889 55.5555555556 -8.0
1500.0 55.5555555556 -8.0
1611.11111111 55.5555555556 -8.0
1722.22222222 55.5555555556 -8.0
1833.33333333 55.5555555556 -8.0
1944.44444444 55.5555555556 -8.0
2055.55555556 55.5555555556 -8.0
2166.66666667 55.5555555556 -8.0
2277.77777778 55.5555555556 -8.0
2388.88888889 55.5555555556 -8.0
2500.0 55.5555555556 0.0
-2500.0 166.666666667 0.0
-2388.88888889 166.666666667 -8.0
-2277.77777778 166.666666667 -8.0
-2166.66666667 166.666666667 -8.0
-2055.55555556 166.666666667 -8.0
-1944.44444444 166.666666667 -8.0
-1833.33333333 166.666666667 -8.0
-1722.22222222 166.666666667 -8.0
-1611.11111111 166.666666667 -8.0
-1500.0 166.666666667 -8.0
-1388.88888889 166.666666667 -8.0
-1277.77777778 166.666666667 -8.0
-1166.66666667 166.666666667 -8.0
-1055.55555556 166.666666667 -8.0
-944.444444444 166.666666667 -8.0
-833.333333333 166.666666667 -8.0
-722.222222222 166.666666667 -8.0
-611.111111111 166.666666667 -8.0
-500.0 166.666666667 -8.0
-388.888888889 166.666666667 -8.0
-277.777777778 166.666666667 -8.0
-166.666666667 166.666666667 -8.0
-55.5555555556 166.666666667 -8.0
55.5555555556 166.666666667 -8.0
166.666666667 166.666666667 -8.0
277.777777778 166.666666667 -8.0
388.888888889 166.666666667 -8.0
500.0 166.666666667 -8.0
611.111111111 166.666666667 -8.0
722.222222222 166.666666667 -8.0
833.333333333 166.666666667 -8.0
944.444444444 166.666666667 -8.0
1055.55555556 166.666666667 -8.0
1166.66666667 166.666666667 -8.0
1277.77777778 166.666666667 -8.0
1388.88888889 166.666666667 -8.0
1500.0 166.666666667 -8.0
1611.11111111 166.666666667 -8.0
1722.22222222 166.666666667 -8.0
1833.33333333 166.666666667 -8.0
1944.44444444 166.666666667 -8.0
2055.55555556 166.666666667 -8.0
2166.66666667 166.666666667 -8.0
2277.77777778 166.666666667 -8.0
2388.88888889 166.666666667 -8.0
2500.0 166.666666667 0.0
-2500.0 277.777777778 0.0
-2388.88888889 277.777777778 -8.0
-2277.77777778 277.777777778 -8.0
-2166.66666667 277.777777778 -8.0
-2055.55555556 277.777777778 -8.0
-1944.44444444 277.777777778 -8.0
-1833.33333333 277.777777778 -8.0
-1722.22222222 277.777777778 -8.0
-1611.11111111 277.777777778 -8.0
-1500.0 277.777777778 -8.0
-1388.88888889 277.777777778 -8.0
-1277.77777778 277.777777778 -8.0
-1166.66666667 277.777777778 -8.0
-1055.55555556 277.777777778 -8.0
-944.444444444 277.777777778 -8.0
-833.333333333 277.777777778 -8.0
-722.222222222 277.777777778 -8.0
-611.111111111 277.777777778 -8.0
-500.0 277.777777778 -8.0
-388.888888889 277.777777778 -8.0
-277.777777778 277.777777778 -8.0
-166.666666667 277.777777778 -8.0
-55.5555555556 277.777777778 -8.0
55.5555555556 277.777777778 -8.0
166.666666667 277.777777778 -8.0
277.777777778 277.777777778 -8.0
388.888888889 277.777777778 -8.0
500.0 277.777777778 -8.0
611.111111111 277.777777778 -8.0
722.222222222 277.777777778 -8.0
833.333333333 277.777777778 -8.0
944.444444444 277.777777778 -8.0
1055.55555556 277.777777778 -8.0
1166.66666667 277.777777778 -8.0
1277.77777778 277.777777778 -8.0
1388.88888889 277.777777778 -8.0
1500.0 277.777777778 -8.0
1611.11111111 277.777777778 -8.0
1722.22222222 277.777777778 -8.0
1833.33333333 277.777777778 -8.0
1944.44444444 277.777777778 -8.0
2055.55555556 277.777777778 -8.0
2166.66666667 277.777777778 -8.0
2277.77777778 277.777777778 -8.0
2388.88888889 277.777777778 -8.0
2500.0 277.777777778 0.0
-2500.0 388.888888889 0.0
-2388.88888889 388.888888889 -8.0
-2277.77777778 388.888888889 -8.0
-2166.66666667 388.888888889 -8.0
-2055.55555556 388.888888889 -8.0
-1944.44444444 388.888888889 -8.0
-1833.33333333 388.888888889 -8.0
-1722.22222222 388.888888889 -8.0
-1611.11111111 388.888888889 -8.0
-1500.0 388.888888889 -8.0
-1388.88888889 388.888888889 -8.0
-1277.77777778 388.888888889 -8.0
-1166.66666667 388.888888889 -8.0
-1055.55555556 388.888888889 -8.0
-944.444444444 388.888888889 -8.0
-833.333333333 388.888888889 -8.0
-722.222222222 388.888888889 -8.0
-611.111111111 388.888888889 -8.0
-500.0 388.888888889 -8.0
-388.888888889 388.888888889 -8.0
-277.777777778 388.888888889 -8.0
-166.666666667 388.888888889 -8.0
-55.5555555556 388.888888889 -8.0
55.5555555556 388.888888889 -8.0
166.666666667 388.888888889 -8.0
277.777777778 388.888888889 -8.0
388.888888889 388.888888889 -8.0
500.0 388.888888889 -8.0
611.111111111 388.888888889 -8.0
722.222222222 388.888888889 -8.0
833.333333333 388.888888889 -8.0
944.444444444 388.888888889 -8.0
1055.55555556 388.888888889 -8.0
1166.66666667 388.888888889 -8.0
1277.77777778 388.888888889 -8.0
1388.88888889 388.888888889 -8.0
1500.0 388.888888889 -8.0
1611.11111111 388.888888889 -8.0
1722.22222222 388.888888889 -8.0
1833.33333333 388.888888889 -8.0
1944.44444444 388.888888889 -8.0
2055.55555556 388.888888889 -8.0
2166.66666667 388.888888889 -8.0
2277.77777778 388.888888889 -8.0
2388.88888889 388.888888889 -8.0
2500.0 388.888888889 0.0
-2500.0 500.0 0.0
-2388.88888889 500.0 -8.0
-2277.77777778 500.0 -8.0
-2166.66666667 500.0 -8.0
-2055.55555556 500.0 -8.0
-1944.44444444 500.0 -8.0
-1833.33333333 500.0 -8.0
-1722.22222222 500.0 -8.0
-1611.11111111 500.0 -8.0
-1500.0 500.0 -8.0
-1388.88888889 500.0 -8.0
-1277.77777778 500.0 -8.0
-1166.66666667 500.0 -8.0
-1055.55555556 500.0 -8.0
-944.444444444 500.0 -8.0
-833.333333333 500.0 -8.0
-722.222222222 500.0 -8.0
-611.111111111 500.0 -8.0
-500.0 500.0 -8.0
-388.888888889 500.0 -8.0
-277.777777778 500.0 -8.0
-166.666666667 500.0 -8.0
-55.5555555556 500.0 -8.0
55.5555555556 500.0 -8.0
166.666666667 500.0 -8.0
277.777777778 500.0 -8.0
388.888888889 500.0 -8.0
500.0 500.0 -8.0
611.111111111 500.0 -8.0
722.222222222 500.0 -8.0
833.333333333 500.0 -8.0
944.444444444 500.0 -8.0
1055.55555556 500.0 -8.0
1166.66666667 500.0 -8.0
1277.77777778 500.0 -8.0
1388.88888889 500.0 -8.0
1500.0 500.0 -8.0
1611.11111111 500.0 -8.0
1722.22222222 500.0 -8.0
1833.33333333 500.0 -8.0
1944.44444444 500.0 -8.0
2055.55555556 500.0 -8.0
2166.66666667 500.0 -8.0
2277.77777778 500.0 -8.0
2388.88888889 500.0 -8.0
2500.0 500.0 0.0
-2500.0 611.111111111 0.0
-2388.88888889 611.111111111 -8.0
-2277.77777778 611.111111111 -8.0
-2166.66666667 611.111111111 -8.0
-2055.55555556 611.111111111 -8.0
-1944.44444444 611.111111111 -8.0
-1833.33333333 611.111111111 -8.0
-1722.22222222 611.111111111 -8.0
-1611.11111111 611.111111111 -8.0
-1500.0 611.111111111 -8.0
-1388.88888889 611.111111111 -8.0
-1277.77777778 611.111111111 -8.0
-1166.66666667 611.111111111 -8.0
-1055.55555556 611.111111111 -8.0
-944.444444444 611.111111111 -8.0
-833.333333333 611.111111111 -8.0
-722.222222222 611.111111111 -8.0
-611.111111111 611.111111111 -8.0
-500.0 611.111111111 -8.0
-388.888888889 611.111111111 -8.0
-277.777777778 611.111111111 -8.0
-166.666666667 611.111111111 -8.0
-55.5555555556 611.111111111 -8.0
55.5555555556 611.111111111 -8.0
166.666666667 611.111111111 -8.0
277.777777778 611.111111111 -8.0
388.888888889 611.111111111 -8.0
500.0 611.111111111 -8.0
611.111111111 611.111111111 -8.0
722.222222222 611.111111111 -8.0
833.333333333 611.111111111 -8.0
944.444444444 611.111111111 -8.0
1055.55555556 611.111111111 -8.0
1166.66666667 611.111111111 -8.0
1277.77777778 611.111111111 -8.0
1388.88888889 611.111111111 -8.0
1500.0 611.111111111 -8.0
1611.11111111 611.111111111 -8.0
1722.22222222 611.111111111 -8.0
1833.33333333 611.111111111 -8.0
1944.44444444 611.111111111 -8.0
2055.55555556 611.111111111 -8.0
2166.66666667 611.111111111 -8.0
2277.77777778 611.111111111 -8.0
2388.88888889 611.111111111 -8.0
2500.0 611.111111111 0.0
-2500.0 722.222222222 0.0
-2388.88888889 722.222222222 -8.0
-2277.77777778 722.222222222 -8.0
-2166.66666667 722.222222222 -8.0
-2055.55555556 722.222222222 -8.0
-1944.44444444 722.222222222 -8.0
-1833.33333333 722.222222222 -8.0
-1722.22222222 722.222222222 -8.0
-1611.11111111 722.222222222 -8.0
-1500.0 722.222222222 -8.0
-1388.88888889 722.222222222 -8.0
-1277.77777778 722.222222222 -8.0
-1166.66666667 722.222222222 -8.0
-1055.55555556 722.222222222 -8.0
-944.444444444 722.222222222 -8.0
-833.333333333 722.222222222 -8.0
-722.222222222 722.222222222 -8.0
-611.111111111 722.222222222 -8.0
-500.0 722.222222222 -8.0
-388.888888889 722.222222222 -8.0
-277.777777778 722.222222222 -8.0
-166.666666667 722.222222222 -8.0
-55.5555555556 722.222222222 -8.0
55.5555555556 722.222222222 -8.0
166.666666667 722.222222222 -8.0
277.777777778 722.222222222 -8.0
388.888888889 722.222222222 -8.0
500.0 722.222222222 -8.0
611.111111111 722.222222222 -8.0
722.222222222 722.222222222 -8.0
833.333333333 722.222222222 -8.0
944.444444444 722.222222222 -8.0
1055.55555556 722.222222222 -8.0
1166.66666667 722.222222222 -8.0
1277.77777778 722.222222222 -8.0
1388.88888889 722.222222222 -8.0
1500.0 722.222222222 -8.0
1611.11111111 722.222222222 -8.0
1722.22222222 722.222222222 -8.0
1833.33333333 722.222222222 -8.0
1944.44444444 722.222222222 -8.0
2055.55555556 722.222222222 -8.0
2166.66666667 722.222222222 -8.0
2277.77777778 722.222222222 -8.0
2388.88888889 722.222222222 -8.0
2500.0 722.222222222 0.0
-2500.0 833.333333333 0.0
-2388.88888889 833.333333333 0.0
-2277.77777778 833.333333333 -8.0
-2166.66666667 833.333333333 -8.0
-2055.55555556 833.333333333 -8.0
-1944.44444444 833.333333333 -8.0
-1833.33333333 833.333333333 -8.0
-1722.22222222 833.333333333 -8.0
-1611.11111111 833.333333333 -8.0
-1500.0 833.333333333 -8.0
-1388.88888889 833.333333333 -8.0
-1277.77777778 833.333333333 -8.0
-1166.66666667 833.333333333 -8.0
-1055.55555556 833.333333333 -8.0
-944.444444444 833.333333333 -8.0
-833.333333333 833.333333333 -8.0
-722.222222222 833.333333333 -8.0
-611.111111111 833.333333333 -8.0
-500.0 833.333333333 -8.0
-388.888888889 833.333333333 -8.0
-277.777777778 833.333333333 -8.0
-166.666666667 833.333333333 -8.0
-55.5555555556 833.333333333 -8.0
55.5555555556 833.333333333 -8.0
166.666666667 833.333333333 -8.0
277.777777778 833.333333333 -8.0
388.888888889 833.333333333 -8.0
500.0 833.333333333 -8.0
611.111111111 833.333333333 -8.0
722.222222222 833.333333333 -8.0
833.333333333 833.333333333 -8.0
944.444444444 833.333333333 -8.0
1055.55555556 833.333333333 -8.0
1166.66666667 833.333333333 -8.0
1277.77777778 833.333333333 -8.0
1388.88888889 833.333333333 -8.0
1500.0 833.333333333 -8.0
1611.11111111 833.333333333 -8.0
1722.22222222 833.333333333 -8.0
1833.33333333 833.333333333 -8.0
1944.44444444 833.333333333 -8.0
2055.55555556 833.333333333 -8.0
2166.66666667 833.333333333 -8.0
2277.77777778 833.333333333 -8.0
2388.88888889 833.333333333 0.0
2500.0 833.333333333 0.0
-2500.0 944.444444444 0.0
-2388.88888889 944.444444444 0.0
-2277.77777778 944.444444444 -8.0
-2166.66666667 944.444444444 -8.0
-2055.55555556 944.444444444 -8.0
-1944.44444444 944.444444444 -8.0
-1833.33333333 944.444444444 -8.0
-1722.22222222 944.444444444 -8.0
-1611.11111111 944.444444444 -8.0
-1500.0 944.444444444 -8.0
-1388.88888889 944.444444444 -8.0
-1277.77777778 944.444444444 -8.0
-1166.66666667 944.444444444 -8.0
-1055.55555556 944.444444444 -8.0
-944.444444444 944.444444444 -8.0
-833.333333333 944.444444444 -8.0
-722.222222222 944.444444444 -8.0
-611.111111111 944.444444444 -8.0
-500.0 944.444444444 -8.0
-388.888888889 944.444444444 -8.0
-277.777777778 944.444444444 -8.0
-166.666666667 944.444444444 -8.0
-55.5555555556 944.444444444 -8.0
55.5555555556 944.444444444 -8.0
166.666666667 944.444444444 -8.0
277.777777778 944.444444444 -8.0
388.888888889 944.444444444 -8.0
500.0 944.444444444 -8.0
611.111111111 944.444444444 -8.0
722.222222222 944.444444444 -8.0
833.333333333 944.444444444 -8.0
944.444444444 944.444444444 -8.0
1055.55555556 944.444444444 -8.0
1166.66666667 944.444444444 -8.0
1277.77777778 944.444444444 -8.0
1388.88888889 944.444444444 -8.0
1500.0 944.444444444 -8.0
1611.11111111 944.444444444 -8.0
1722.22222222 944.444444444 -8.0
1833.33333333 944.444444444 -8.0
1944.44444444 944.444444444 -8.0
2055.55555556 944.444444444 -8.0
2166.66666667 944.444444444 -8.0
2277.77777778 944.444444444 -8.0
2388.88888889 944.444444444 0.0
2500.0 944.444444444 0.0
-2500.0 1055.55555556 0.0
-2388.88888889 1055.55555556 0.0
-2277.77777778 1055.55555556 0.0
-2166.66666667 1055.55555556 -8.0
-2055.55555556 1055.55555556 -8.0
-1944.44444444 1055.55555556 -8.0
-1833.33333333 1055.55555556 -8.0
-1722.22222222 1055.55555556 -8.0
-1611.11111111 1055.55555556 -8.0
-1500.0 1055.55555556 -8.0
-1388.88888889 1055.55555556 -8.0
-1277.77777778 1055.55555556 -8.0
-1166.66666667 1055.55555556 -8.0
-1055.55555556 1055.55555556 -8.0
-944.444444444 1055.55555556 -8.0
-833.333333333 1055.55555556 -8.0
-722.222222222 1055.55555556 -8.0
-611.111111111 1055.55555556 -8.0
-500.0 1055.55555556 -8.0
-388.888888889 1055.55555556 -8.0
-277.777777778 1055.55555556 -8.0
-166.666666667 1055.55555556 -8.0
-55.5555555556 1055.55555556 -8.0
55.5555555556 1055.55555556 -8.0
